module,pi,theta,karatsuba,length,cycles
mmh,226,5,1,6972,17775
mmh,226,5,1,7084,18057
mmh,226,5,1,7196,18338
mmh,226,5,1,7308,18622
mmh,226,5,1,7420,18905
mmh,226,5,1,7532,19187
mmh,226,5,1,7644,19470
mmh,226,5,1,7756,19752
mmh,226,5,1,7868,20036
mmh,226,5,1,7980,20319
mmh,226,5,1,8092,20600
mmh,226,5,1,8204,20884
mmh,226,5,1,8316,21168
mmh,226,5,1,8428,21450
mmh,226,5,1,8540,21732
mmh,226,5,1,8652,22014
mmh,226,5,1,8764,22297
mmh,226,5,1,8876,22581
mmh,226,5,1,8988,22863
mmh,226,5,1,9100,23146
mmh,226,5,1,9212,23428
mmh,226,5,1,9324,23711
mmh,226,5,1,9436,23994
mmh,226,5,1,9548,24277
mmh,226,5,1,9660,24559
mmh,226,5,1,9772,24844
mmh,226,5,1,9884,25125
mmh,226,5,1,9996,25408
mmh,226,5,1,10108,25691
mmh,226,5,1,10220,25973
mmh,226,5,1,10332,26255
mmh,226,5,1,10444,26538
mmh,226,5,1,10556,26821
mmh,226,5,1,10668,27105
mmh,226,5,1,10780,27387
mmh,226,5,1,10892,27670
mmh,226,5,1,11004,27952
mmh,226,5,1,11116,28235
mmh,226,5,1,11228,28517
mmh,226,5,1,11340,28801
mmh,226,5,1,11452,29083
mmh,226,5,1,11564,29367
mmh,226,5,1,11676,29649
mmh,226,5,1,11788,29931
mmh,226,5,1,11900,30214
mmh,226,5,1,12012,30496
mmh,226,5,1,12124,30781
mmh,226,5,1,12236,31061
mmh,226,5,1,12348,31390
mmh,226,5,1,12460,31672
mmh,226,5,1,12572,31951
mmh,226,5,1,12684,32237
mmh,226,5,1,12796,32520
mmh,226,5,1,12908,32800
mmh,226,5,1,13020,33084
mmh,226,5,1,13132,33367
mmh,226,5,1,13244,33655
mmh,226,5,1,13356,33934
mmh,226,5,1,13468,34212
mmh,226,5,1,13580,34500
mmh,226,5,1,13692,34782
mmh,226,5,1,13804,35064
mmh,226,5,1,13916,35347
mmh,226,5,1,14028,35629
mmh,226,5,1,14140,35912
mmh,226,5,1,14252,36191
mmh,226,5,1,14364,36476
mmh,226,5,1,14476,36758
mmh,226,5,1,14588,37042
mmh,226,5,1,14700,37327
mmh,226,5,1,14812,37608
mmh,226,5,1,14924,37893
mmh,226,5,1,15036,38177
mmh,226,5,1,15148,38455
mmh,226,5,1,15260,38738
mmh,226,5,1,15372,39022
mmh,226,5,1,15484,39305
mmh,226,5,1,15596,39588
mmh,226,5,1,15708,39870
mmh,226,5,1,15820,40153
mmh,226,5,1,15932,40435
nmh,116,3,0,140,170
nmh,116,3,0,252,261
nmh,116,3,0,364,342
nmh,116,3,0,476,424
nmh,116,3,0,588,507
nmh,116,3,0,700,589
nmh,116,3,0,812,672
nmh,116,3,0,924,758
nmh,116,3,0,1036,847
nmh,116,3,0,1148,936
nmh,116,3,0,1260,1023
nmh,116,3,0,1372,1113
nmh,116,3,0,1484,1202
nmh,116,3,0,1596,1291
nmh,116,3,0,1708,1381
nmh,116,3,0,1820,1471
nmh,116,3,0,1932,1560
nmh,116,3,0,2044,1651
nmh,116,3,0,2156,1741
nmh,116,3,0,2268,1831
nmh,116,3,0,2380,1952
nmh,116,3,0,2492,2039
nmh,116,3,0,2604,2125
nmh,116,3,0,2716,2215
nmh,116,3,0,2828,2303
nmh,116,3,0,2940,2388
nmh,116,3,0,3052,2479
nmh,116,3,0,3164,2567
nmh,116,3,0,3276,2652
nmh,116,3,0,3388,2742
nmh,116,3,0,3500,2807
nmh,116,3,0,3612,2896
nmh,116,3,0,3724,2990
nmh,116,3,0,3836,3083
nmh,116,3,0,3948,3170
nmh,116,3,0,4060,3263
nmh,116,3,0,4172,3353
nmh,116,3,0,4284,3441
nmh,116,3,0,4396,3531
nmh,116,3,0,4508,3620
nmh,116,3,0,4620,3705
nmh,116,3,0,4732,3795
nmh,116,3,0,4844,3876
nmh,116,3,0,4956,3966
nmh,116,3,0,5068,4057
nmh,116,3,0,5180,4145
nmh,116,3,0,5292,4234
nmh,116,3,0,5404,4322
nmh,116,3,0,5516,4410
nmh,116,3,0,5628,4495
nmh,116,3,0,5740,4586
nmh,116,3,0,5852,4673
nmh,116,3,0,5964,4759
nmh,116,3,0,6076,4849
nmh,116,3,0,6188,4937
nmh,116,3,0,6300,5022
nmh,116,3,0,6412,5112
nmh,116,3,0,6524,5199
nmh,116,3,0,6636,5285
nmh,116,3,0,6748,5376
nmh,116,3,0,6860,5463
nmh,116,3,0,6972,5550
nmh,116,3,0,7084,5637
nmh,116,3,0,7196,5726
nmh,116,3,0,7308,5813
nmh,116,3,0,7420,5901
nmh,116,3,0,7532,5990
nmh,116,3,0,7644,6077
nmh,116,3,0,7756,6164
nmh,116,3,0,7868,6252
nmh,116,3,0,7980,6340
nmh,116,3,0,8092,6427
nmh,116,3,0,8204,6516
nmh,116,3,0,8316,6604
nmh,116,3,0,8428,6692
nmh,116,3,0,8540,6780
nmh,116,3,0,8652,6867
nmh,116,3,0,8764,6956
nmh,116,3,0,8876,7044
nmh,116,3,0,8988,7132
